"Time","Temperature -TS00 Monitor: Temperature -TS00 Monitor (K)","Temperature -TS01 Monitor: Temperature -TS01 Monitor (K)","Temperature -TS02 Monitor: Temperature -TS02 Monitor (K)","Temperature -TS03 Monitor: Temperature -TS03 Monitor (K)","Temperature -TS04 Monitor: Temperature -TS04 Monitor (K)","Temperature -TS05 Monitor: Temperature -TS05 Monitor (K)"
0.0037898500000036143,534.3643325877077,630.7627055385773,694.5882147022652,791.3271449123887,930.3134948184428,2349.981313987967
0.003790900000003617,534.1634485422003,630.8564623604532,694.6172853353936,791.3113925760767,930.4416760968205,2349.9736987986034
0.00379195000000362,533.958949819744,630.9426839664075,694.6493741128031,791.2449973801519,930.5237077945781,2349.9599578451225
0.003793000000003623,533.7479338764346,631.0064566962609,694.6911050233233,791.1615455552958,930.5553521233447,2349.9405407519957
0.0037940500000036258,533.5346705350566,631.0493520764322,694.7520278701652,791.0804290697248,930.5527250270433,2349.91608784339
0.0037951000000036286,533.3216948723798,631.072708144086,694.8310067110945,791.0134954733752,930.536398738581,2349.8877285273293
0.0037961500000036315,533.1079825703563,631.08228025011,694.9326350497952,791.0707100750525,930.5746783181552,2349.8571078944565
0.0037972000000036344,532.8915129157755,631.0744830703405,695.0599957745656,791.0956118641061,930.60047771341,2349.826020318919
0.0037982500000036373,532.6721959887328,631.0662710956202,695.2023706230384,791.0841159455524,930.6245052889965,2349.7963941827375
0.00379930000000364,532.4522827243129,631.0825380991931,695.3481289806077,791.0509840593458,930.6597501249626,2349.7702058271334
0.003800350000003643,532.2314910114358,631.1055428764487,695.504953264432,790.9956426353671,930.660501483663,2349.749797819991
0.003801400000003646,532.0092408749248,631.1134173391097,695.6814041288244,790.9128893402728,930.5628741259528,2349.7372937193186
0.0038024500000036487,531.78920313659,631.151980467049,695.848963741731,790.8362760811409,930.478110612495,2349.7345676650375
0.0038035000000036516,531.5672666744375,631.2117404745702,695.9989630110745,790.7659088401862,930.3922585281631,2349.7430778879916
0.0038045500000036545,531.3428688625349,631.2826639192035,696.1340713995185,790.7065462770904,930.3087827861864,2349.7641267745407
0.0038056000000036574,531.1187698152147,631.4092473520424,696.2646229411752,790.6296181945253,930.2168079072975,2349.798658759478
0.0038066500000036602,530.8963497973564,631.559918843071,696.3882106840704,790.5686697257469,930.1517608934978,2349.8471164038774
0.003807700000003663,530.6793759904712,631.6986672620501,696.5147964170519,790.5533498147851,930.1329930165415,2349.9096173562416
0.003808750000003666,530.4682585013409,631.8309440030405,696.648308758438,790.5746397111604,930.1367742698848,2349.986081814667
0.003809800000003669,530.2605383486255,631.9647528198839,696.7845768553316,790.6162809705302,930.1274569557819,2350.0761705165637
0.0038108500000036717,530.0580279891896,632.1308181576608,696.9086410978432,790.6860061198146,930.1938355076359,2350.178970784785
0.0038119000000036746,529.8579583828879,632.3036462611924,697.0295167668268,790.727260356161,930.2303743423228,2350.2929641550636
