"Time","Density -TS00 Monitor: Density -TS00 Monitor (kg/m^3)","Density -TS01 Monitor: Density -TS01 Monitor (kg/m^3)","Density -TS02 Monitor: Density -TS02 Monitor (kg/m^3)","Density -TS03 Monitor: Density -TS03 Monitor (kg/m^3)","Density -TS04 Monitor: Density -TS04 Monitor (kg/m^3)","Density -TS05 Monitor: Density -TS05 Monitor (kg/m^3)"
9.885000000000198E-5,0.0017500228478681294,7.380856691474712E-4,7.303017586162729E-4,7.375171855253084E-4,7.196805422127887E-4,7.16089511057437E-4
9.990000000000201E-5,0.001680722686384412,7.382476903868828E-4,7.306265261807918E-4,7.371277082745512E-4,7.188812181076042E-4,7.160895110574159E-4
1.0095000000000203E-4,0.001651893389169712,7.383049342952968E-4,7.307962131348099E-4,7.369119774526245E-4,7.181416811220969E-4,7.160895110574247E-4
1.0200000000000206E-4,0.0016537036379788467,7.382036972167105E-4,7.30741471793003E-4,7.369505138614644E-4,7.1757425022625E-4,7.160895110574038E-4
1.0305000000000208E-4,0.0016569874369427562,7.38162185065032E-4,7.30518576615115E-4,7.371710561158448E-4,7.173623668012009E-4,7.160895110574167E-4
1.0410000000000211E-4,0.0016115585822816456,7.382115635610444E-4,7.30065385953989E-4,7.374153028027156E-4,7.174338124594061E-4,7.160895110574281E-4
1.0515000000000214E-4,0.0015366960801952967,7.383148424590767E-4,7.294041647796244E-4,7.376006449045167E-4,7.177080639222841E-4,7.160895110574502E-4
1.0620000000000216E-4,0.0014658749004282132,7.384993448135143E-4,7.28663875627965E-4,7.377817198184051E-4,7.182429086870354E-4,7.160895110574726E-4
1.0725000000000219E-4,0.0014122102193425234,7.38893270657838E-4,7.279358914268995E-4,7.380685910857071E-4,7.191837546365709E-4,7.160895110574603E-4
1.0830000000000221E-4,0.0013844503337731595,7.39348397517233E-4,7.273332228201873E-4,7.384378372800822E-4,7.205430534585735E-4,7.160895110574338E-4
1.0935000000000224E-4,0.00137481088778351,7.398681228904148E-4,7.269781043472178E-4,7.389096658160379E-4,7.219067922330189E-4,7.160895110574441E-4
1.1040000000000226E-4,0.0013745044270428923,7.405411375902492E-4,7.268169547901245E-4,7.395144144971924E-4,7.229105317031058E-4,7.160895110574691E-4
1.1145000000000229E-4,0.0013759901068835117,7.413905355805685E-4,7.266544431925193E-4,7.402743125853289E-4,7.233336004383316E-4,7.160895110574316E-4
1.1250000000000231E-4,0.0013787432985350248,7.423146422371105E-4,7.267378291432896E-4,7.41126387721283E-4,7.230965191959999E-4,7.160895110574E-4
1.1355000000000234E-4,0.001388182347921475,7.432892568873043E-4,7.270542835687829E-4,7.420517319991082E-4,7.225292828722645E-4,7.160895110573315E-4
1.1460000000000237E-4,0.0013953272716578048,7.441052909380834E-4,7.274833630815251E-4,7.430379652749548E-4,7.218583198417672E-4,7.160895110573218E-4
1.1565000000000239E-4,0.0014147630584610857,7.446253015834594E-4,7.279309271581328E-4,7.440232543470971E-4,7.211213400109496E-4,7.160895110573341E-4
1.1670000000000242E-4,0.0014617792607316354,7.449056829901958E-4,7.28510175672903E-4,7.449632669344152E-4,7.203143208937362E-4,7.16089511057364E-4
1.1775000000000244E-4,0.0015107681146205967,7.449444973535032E-4,7.288799578253749E-4,7.4583751600791E-4,7.195790475742693E-4,7.160895110573763E-4
1.1880000000000247E-4,0.001531772858238638,7.447790279651675E-4,7.28905197455231E-4,7.466167326420442E-4,7.190513338436634E-4,7.160895110573715E-4
1.1985000000000249E-4,0.0015308104967525367,7.444762565601785E-4,7.287231277037384E-4,7.472967859020433E-4,7.187579323766196E-4,7.16089511057401E-4
1.2090000000000252E-4,0.0015235442091650051,7.440628101647396E-4,7.284496369344245E-4,7.478462317367493E-4,7.186762651004273E-4,7.160895110574479E-4
1.2195000000000254E-4,0.0015144958977705767,7.435951780815622E-4,7.281015770452547E-4,7.483022164740652E-4,7.187748176582332E-4,7.160895110574735E-4
1.2300000000000256E-4,0.0015033957357696703,7.431648904279295E-4,7.278530861522434E-4,7.48653115242324E-4,7.188965052641608E-4,7.160895110574786E-4
1.2405000000000258E-4,0.0014941482403623668,7.428319439113417E-4,7.276315387521044E-4,7.489318913276171E-4,7.188971241640459E-4,7.160895110574665E-4
1.251500000000026E-4,0.001490932277579797,7.426240212030002E-4,7.273631679581308E-4,7.491932399844266E-4,7.18713076663532E-4,7.160895110574913E-4
1.2620000000000263E-4,0.0014885676867932847,7.425123604704028E-4,7.271610443780401E-4,7.494608191921457E-4,7.183884853509655E-4,7.160895110575096E-4
1.2725000000000266E-4,0.0014797594683083747,7.425759490841027E-4,7.269158841113043E-4,7.497815880248376E-4,7.180062940859895E-4,7.160895110575298E-4
1.2830000000000268E-4,0.0014683023890961983,7.425962466342262E-4,7.266477251155196E-4,7.502062540053998E-4,7.176366558749084E-4,7.160895110575047E-4
